age,annual_income,spending_score,membership_years,purchase_frequency,last_purchase_amount
38,113791,80,1.2,10,576.97
43,30109,20,2.7,10,45.96
25,41266,88,3.8,12,1586.33
65,58547,99,6.6,12,70.47
19,62055,44,5.4,12,170.54
23,50429,51,2.8,13,26.23
45,22764,19,1.5,14,381.14
70,199347,68,2.1,13,190.58
46,42549,97,4.4,11,319.18
43,52373,66,6.3,17,58.29
42,70973,13,0.3,9,12.1
29,33459,62,1.5,14,94.87
22,50724,61,4.5,10,10.0
51,32652,30,1.7,13,36.47
65,62901,98,1.2,6,68.67
54,41538,30,1.6,15,946.4
32,57597,51,2.8,8,80.02
61,26162,88,15.0,9,64.55
53,29811,48,2.0,10,50.62
32,21610,33,0.7,9,10.91
60,32006,74,0.5,11,60.52
65,15000,82,0.1,9,61.77
40,40771,19,2.5,14,17.08
23,35577,71,2.4,13,13.14
63,53666,57,0.7,10,30.63
67,50350,19,3.6,11,59.02
61,104218,88,4.1,17,31.53
60,200000,79,0.9,9,15.47
62,97005,41,1.3,11,77.26
38,37351,42,14.0,17,104.23
40,36459,87,1.4,11,63.15
60,82553,52,4.3,20,27.78
33,17854,4,1.8,20,111.48
64,40573,4,4.7,8,43.44
70,42493,5,4.4,6,13.11
32,69597,41,3.3,11,189.33
42,70849,87,5.8,11,83.45
53,31359,61,8.4,8,47.32
28,38230,75,2.6,11,10.0
68,64027,55,0.8,8,22.34
32,30352,75,1.5,12,615.4
21,101080,13,4.3,12,10.0
38,70650,14,3.2,14,40.38
30,54334,60,0.6,14,53.54
39,61979,72,0.2,7,80.2
36,37044,25,3.4,19,10.0
51,33665,82,0.9,22,67.29
31,37993,44,2.1,12,10.0
21,66169,82,4.1,13,61.37
65,55304,10,2.5,8,24.96
70,38039,71,0.3,15,19.32
69,76860,50,0.6,16,148.68
63,44162,44,0.7,25,41.15
44,32338,14,0.9,7,96.39
46,57102,15,2.5,10,100.3
64,26693,16,2.1,8,250.62
45,17812,2,0.7,9,12.81
52,48870,30,0.2,9,164.48
25,33042,30,0.6,13,55.69
33,42087,82,12.5,11,34.68
59,27445,31,1.9,16,13.75
53,101251,77,6.1,15,113.06
47,32961,20,5.7,10,18.05
35,37827,49,2.1,9,101.63
19,61496,35,3.7,10,551.92
66,21461,23,0.6,13,176.97
30,20530,97,3.5,8,289.95
21,61609,99,1.0,11,23.04
43,37535,100,5.4,7,136.36
42,28541,61,0.3,13,13.83
47,70405,84,4.5,15,41.26
28,30117,55,0.3,11,441.21
24,41576,67,6.4,8,26.33
48,28633,8,1.1,14,207.19
61,58809,40,3.2,7,184.71
27,109015,59,2.0,13,198.28
56,16048,32,1.4,8,11.94
30,52448,93,3.1,15,102.54
48,81957,7,8.8,13,45.24
24,38067,2,0.1,19,201.58
66,24868,85,7.5,15,10.0
59,63106,6,2.8,12,84.89
59,89410,92,4.9,12,71.64
53,83643,36,1.5,11,10.0
37,61055,32,1.9,13,18.87
21,51986,45,6.1,16,10.0
24,28583,42,1.6,10,22.84
18,82384,53,2.3,11,105.54
61,79695,9,0.1,16,69.02
62,24764,75,0.5,13,66.91
59,61003,87,3.1,11,15.68
64,72525,75,3.8,21,209.46
30,83222,49,2.6,14,53.38
39,46864,2,0.5,15,56.85
38,29303,67,1.8,12,168.76
39,36269,11,1.3,7,16.62
45,26786,50,2.1,6,71.83
26,47541,35,6.1,12,90.75
43,42271,15,4.5,14,28.37
26,177552,75,0.3,17,119.44
32,83851,31,6.6,13,96.79
27,87704,92,1.9,10,48.36
41,65043,62,4.1,12,46.59
59,39324,28,0.5,14,102.34
25,41554,96,3.3,10,140.63
41,43900,25,0.8,8,58.88
33,54881,84,1.7,8,209.4
66,61914,92,0.1,15,120.33
43,49041,25,0.5,20,10.0
44,41177,75,0.3,11,10.12
54,34321,83,0.8,11,225.58
21,21256,92,0.3,11,40.6
67,105876,1,3.5,12,66.49
41,184115,59,0.1,10,214.25
36,100669,69,2.9,11,54.18
53,23030,74,0.5,16,57.1
56,78606,42,8.7,14,19.25
27,90605,34,8.1,20,85.11
42,38481,100,0.8,13,110.37
35,65732,66,2.9,11,27.29
36,37280,18,0.1,18,18.06
53,122682,77,8.1,8,1276.08
27,61036,5,2.2,14,48.84
50,28274,20,0.1,12,24.04
67,73268,66,1.3,11,127.47
22,92528,75,0.2,11,51.37
64,55208,62,1.5,9,14.84
66,65359,94,3.3,6,97.48
52,47011,96,1.9,13,19.61
61,24820,32,1.5,11,362.04
51,44755,58,0.4,10,98.83
50,67092,50,0.8,10,39.16
38,45396,38,0.3,15,62.25
34,79257,55,4.9,13,161.41
39,38742,28,0.4,10,68.25
65,40297,74,2.7,12,696.82
54,80714,86,1.3,17,213.37
32,56000,81,0.8,12,98.02
52,38290,22,3.1,6,17.74
45,91151,43,1.8,15,45.77
24,32427,83,1.5,14,96.99
49,31692,81,2.7,11,20.34
28,15000,88,2.0,11,257.78
27,35158,36,1.1,13,16.96
26,107498,96,2.5,12,25.41
31,15000,52,3.3,8,27.81
30,27690,36,0.1,14,133.3
42,63795,28,1.9,14,20.78
19,15000,78,0.2,10,10.0
52,36083,58,0.6,15,201.47
24,97199,36,2.5,13,32.03
38,167011,70,6.0,9,15.15
35,58346,9,6.4,13,22.07
20,28116,21,0.2,15,428.42
59,27554,64,1.6,15,24.82
56,53473,76,2.6,14,47.09
58,58022,61,0.5,19,31.93
66,149455,94,4.4,14,12.44
28,87770,95,4.1,8,22.39
56,51558,40,7.0,15,11.46
41,40089,56,0.0,14,171.92
63,200000,4,0.7,13,61.62
36,71393,31,5.3,16,1074.07
21,32818,27,3.3,13,23.32
43,42839,58,6.7,16,19.48
55,28955,25,0.2,18,343.96
59,15000,69,2.7,13,194.33
49,59135,70,2.5,9,86.64
56,142838,5,0.1,12,14.35
62,18428,91,2.2,14,443.19
63,50673,8,2.8,9,50.07
53,32075,9,0.6,7,32.56
57,67030,15,1.0,8,215.2
54,44205,100,3.1,15,53.16
50,21676,7,1.9,9,13.48
53,27209,96,5.9,11,57.3
20,29786,72,1.3,15,21.38
26,109819,15,0.9,15,10.0
25,106505,37,12.6,15,18.95
50,40667,83,7.3,12,28.98
23,102404,39,0.1,19,13.64
58,44182,6,4.4,14,108.89
56,40295,83,0.4,13,21.48
21,50729,57,0.1,14,96.94
30,58156,92,1.0,13,12.43
66,35127,81,0.9,8,162.56
19,49668,19,5.1,10,11.8
22,78620,63,3.7,12,10.0
61,52982,31,12.0,9,240.98
44,50295,75,3.7,7,19.55
49,65940,79,1.6,11,449.58
38,73132,10,3.6,7,107.5
25,47213,87,15.0,15,140.94
55,36882,67,3.7,8,191.44
25,54913,62,4.3,13,62.5
67,18837,3,8.4,13,63.36
20,43209,18,0.4,14,254.07
61,15000,25,3.7,10,62.4
20,17935,20,5.7,11,22.79
39,16387,58,9.3,13,110.27
23,91895,93,0.7,13,10.0
19,49433,86,2.1,11,265.99
40,22988,50,3.4,16,272.74
61,65817,79,0.9,17,229.94
19,88715,10,2.8,14,219.58
55,66508,21,0.9,12,49.35
34,43773,29,1.2,18,48.04
52,56358,96,1.7,9,12.48
51,84195,10,2.3,9,444.81
40,36991,13,1.8,13,30.51
47,49907,47,2.0,13,82.09
69,42010,23,1.1,9,74.06
25,18619,50,0.5,20,10.93
39,84960,87,0.1,7,10.0
61,168444,95,0.7,16,54.97
53,29019,4,2.6,10,31.67
22,87343,67,4.6,10,49.04
30,29578,85,0.6,12,196.08
46,53086,53,0.3,15,71.52
48,121152,2,4.2,19,135.67
64,35872,68,1.1,9,93.17
33,48590,65,9.1,12,37.35
59,16632,79,3.8,12,16.41
47,32908,57,1.2,11,75.01
33,15618,97,1.0,8,60.38
29,63418,70,2.2,10,163.72
34,80739,7,0.2,7,45.55
33,42916,19,0.4,10,38.21
29,58193,44,0.6,11,41.45
25,40318,63,4.5,19,18.13
37,76445,65,2.2,13,309.91
20,52980,39,0.0,12,214.34
33,15000,83,3.4,8,12.74
47,86162,26,1.7,16,143.27
62,38803,44,2.1,10,10.0
40,22874,12,0.7,16,178.1
45,37670,22,2.4,5,23.67
68,15658,77,11.6,11,84.09
57,23157,92,0.2,10,10.0
22,53410,14,1.0,6,12.96
37,56163,86,0.8,12,95.82
57,58915,30,0.9,11,23.54
61,49115,44,1.4,9,19.93
18,32347,84,5.1,10,291.5
47,47444,91,7.3,13,775.22
38,37709,38,0.7,11,168.08
37,18481,59,2.3,17,14.73
23,30839,42,3.0,12,453.15
39,83593,52,2.2,12,10.0
35,127131,63,1.7,13,37.89
25,72458,61,0.6,12,58.31
56,123774,34,2.0,17,549.41
49,51597,39,1.5,11,163.24
50,139445,41,4.8,14,31.3
70,168163,37,4.3,12,17.57
33,17325,65,0.4,13,181.75
29,55988,79,0.3,8,28.79
55,51629,32,7.2,10,70.82
69,38007,8,2.3,8,10.55
51,65850,97,5.9,12,108.11
31,50245,18,0.2,19,98.14
53,31531,45,2.2,11,12.31
50,48244,93,2.3,11,188.28
40,100987,96,5.9,10,106.24
67,54694,33,0.3,8,132.69
62,71408,5,0.8,4,34.66
19,41513,82,1.6,9,67.68
58,64295,74,6.0,10,58.91
38,23729,36,8.4,14,45.7
19,36321,97,14.8,13,66.99
44,46092,23,9.6,9,246.59
26,22792,40,0.0,8,198.33
18,29788,5,0.1,13,13.22
28,59152,34,0.5,7,178.12
20,52992,24,1.3,11,228.01
69,79524,17,5.3,12,45.54
40,34190,95,6.7,11,100.5
43,50744,71,0.6,12,98.77
21,32757,81,2.9,9,19.69
35,74882,92,7.5,12,34.52
23,100152,22,1.9,16,134.42
52,65512,15,0.3,8,30.11
39,92662,15,1.8,11,176.02
60,49986,25,1.4,9,261.38
32,79487,53,2.6,10,215.38
39,51289,21,1.7,14,587.43
54,26503,66,0.1,14,48.97
69,56842,91,15.0,16,67.53
59,26979,32,2.4,14,80.22
29,199481,21,1.9,14,50.78
64,40116,68,9.3,13,104.65
66,72187,44,0.5,11,10.0
59,48657,83,0.6,13,69.82
55,23384,66,5.0,11,10.45
35,15691,90,0.9,11,17.2
62,76834,98,4.8,12,131.56
52,124194,14,1.0,12,42.99
47,31543,15,0.1,12,126.11
41,18141,20,2.2,18,41.89
59,40332,34,0.7,20,205.96
47,27937,36,4.3,12,40.98
31,33183,83,3.1,12,10.0
23,70701,9,7.7,16,71.56
20,47558,71,4.6,12,10.0
33,29800,30,0.6,10,10.0
24,69779,77,4.8,14,18.92
69,73139,91,3.1,13,16.29
31,40045,63,3.3,11,28.39
26,53249,35,5.4,14,15.64
32,66990,13,2.6,8,10.1
38,63301,79,1.9,9,347.3
52,50230,46,3.0,10,24.2
19,115792,56,1.1,8,10.0
44,69536,9,0.6,10,35.41
19,37406,87,2.9,12,14.16
52,37541,36,0.8,14,18.88
35,35071,3,0.2,14,128.05
31,71630,98,0.0,13,31.89
37,33737,19,2.8,14,13.69
35,37989,28,1.3,9,93.27
27,92486,23,4.2,11,217.01
42,54993,7,1.4,11,103.98
19,100621,76,2.0,9,10.0
42,79129,14,1.6,14,14.33
50,24197,46,3.2,14,57.8
53,46107,15,1.3,13,40.72
48,88784,67,10.0,12,36.87
31,23545,15,8.3,10,16.79
18,63059,51,5.7,5,10.11
63,47880,88,7.6,11,607.49
33,17105,8,1.8,13,56.4
63,52669,69,2.3,12,117.98
69,29658,62,4.1,10,55.01
20,24328,51,3.6,12,57.72
52,49290,63,6.6,14,50.68
58,15390,68,3.8,11,14.23
23,32709,78,15.0,14,10.0
42,200000,16,1.3,14,86.79
30,72412,84,5.4,9,68.4
70,28886,24,3.6,16,168.33
51,113834,6,3.5,12,131.95
25,27031,57,1.2,10,20.69
38,35164,31,4.6,16,212.54
51,24604,6,6.9,12,136.73
21,57162,99,0.7,7,125.09
42,111432,79,2.9,13,811.75
32,26919,29,1.5,9,634.44
21,15000,67,13.7,14,124.95
62,94332,75,2.0,6,107.58
29,124527,3,0.8,5,199.93
49,15000,28,1.4,13,27.09
49,64604,74,3.2,14,27.56
45,56156,97,0.2,7,122.5
30,30562,48,2.8,15,19.54
48,21234,80,8.0,9,111.2
31,88880,10,5.7,14,65.9
37,54581,33,0.2,8,19.54
35,57105,100,15.0,7,56.32
46,33756,67,3.6,13,261.41
23,30298,69,0.5,7,60.27
49,15000,12,0.0,15,60.57
46,42752,57,0.6,6,81.03
60,116226,44,5.5,12,94.73
19,28734,13,0.1,13,36.71
40,19664,24,0.8,7,83.12
36,63665,44,4.2,14,15.5
48,71114,57,2.6,13,20.93
68,34491,96,4.6,15,24.4
22,39764,16,4.1,10,95.94
36,57431,96,0.2,13,66.17
51,44652,100,6.7,13,46.47
27,89328,21,0.8,9,125.08
42,200000,76,2.4,8,86.02
19,17579,51,3.1,7,38.55
28,102524,21,0.6,8,15.76
67,52216,60,11.2,12,20.42
48,112749,51,2.0,13,10.0
32,75706,21,0.2,6,64.63
26,50852,6,8.3,11,19.4
40,77343,73,2.6,11,30.13
36,38696,65,3.6,9,46.85
26,30804,76,2.2,11,191.1
52,79739,58,5.4,9,166.43
38,29537,78,0.1,16,51.13
26,72072,6,0.9,17,249.29
45,49933,65,1.9,12,10.0
63,15000,86,0.2,13,519.39
68,34730,34,3.7,14,125.34
24,59928,56,1.5,10,61.77
33,38422,75,1.0,14,18.73
33,15000,3,0.0,12,32.28
50,108277,42,3.8,18,113.43
21,54264,62,5.4,4,116.57
21,63974,6,1.5,6,121.76
56,36902,6,2.5,12,22.78
57,67433,63,0.8,9,17.89
34,147398,20,2.9,10,69.01
54,31538,21,0.0,17,137.53
56,133280,2,2.0,14,54.81
69,62263,90,3.1,5,323.04
46,29095,95,7.5,17,56.81
69,184874,90,1.4,6,54.55
53,62005,56,4.3,14,122.08
55,73562,96,2.7,10,235.82
56,41705,10,7.9,11,10.81
67,30400,87,1.5,7,14.27
54,54213,70,1.2,12,37.49
69,126611,23,6.5,15,2000.0
52,40708,92,0.2,9,39.89
24,48240,30,0.4,12,47.17
44,117453,78,0.3,6,114.67
45,40937,37,5.6,5,176.32
39,66580,55,0.0,10,66.94
31,82984,96,5.9,12,220.79
24,43561,49,1.8,12,13.03
54,59035,34,0.0,20,21.77
39,72886,44,1.5,19,220.3
22,38539,22,0.6,12,55.32
19,79974,31,2.9,6,12.0
44,35306,7,3.4,15,11.17
38,32694,21,2.0,13,20.63
55,19609,16,0.1,11,54.74
32,36240,20,3.2,16,95.67
38,30052,43,5.5,9,36.79
27,38540,44,3.8,20,86.66
40,70770,47,5.3,16,32.31
56,17406,19,0.7,10,237.15
22,15000,48,6.6,14,1167.02
18,31274,96,1.2,13,34.09
30,64649,79,0.0,16,97.12
38,58297,69,5.6,13,88.07
43,30975,11,8.5,10,64.49
67,98878,79,3.2,11,119.57
62,33022,29,0.8,12,96.99
38,64697,45,0.9,13,31.02
70,39431,68,1.9,13,265.03
35,29107,36,6.8,6,69.55
54,34096,48,0.5,18,34.41
62,76145,87,5.2,13,1024.38
49,60877,15,1.0,10,47.49
53,87628,44,5.0,12,74.14
34,60875,67,7.6,10,67.39
52,18644,96,1.7,12,46.72
66,174320,74,1.4,18,93.54
28,61396,40,4.9,10,19.81
38,66756,86,2.3,13,111.7
69,39100,14,3.5,7,10.0
70,95597,63,2.9,10,11.5
43,25441,81,0.5,7,488.27
21,70678,85,5.6,13,12.09
51,15000,51,0.7,8,10.0
69,73594,79,8.1,12,12.46
65,25649,58,0.9,14,440.57
35,57884,15,4.0,18,10.0
57,110680,65,1.0,11,17.34
52,80308,88,1.1,11,10.0
58,102194,55,1.1,14,39.29
46,96038,76,4.1,14,32.36
69,35790,10,2.4,20,30.66
46,70192,42,6.4,10,506.42
55,17414,95,1.1,13,12.95
59,32462,11,3.5,12,48.3
38,113050,16,4.2,16,81.97
59,38908,73,0.5,15,16.84
30,15981,78,1.5,11,97.9
66,164098,19,2.0,14,33.79
58,68689,31,1.3,10,85.56
34,77550,73,1.2,9,47.96
26,27220,100,3.5,14,10.0
58,58129,53,0.7,15,261.73
18,57213,90,3.7,12,654.94
19,29944,8,8.2,13,44.16
65,44272,24,2.5,12,18.59
46,19924,8,2.8,12,332.69
50,39814,83,0.2,14,527.66
27,87931,48,6.0,11,44.59
67,31316,30,1.0,9,42.0
57,153949,58,2.9,6,49.61
38,20709,86,11.6,14,10.0
45,41935,55,2.7,10,38.5
28,33062,73,3.9,10,427.49
51,43997,62,1.8,12,44.59
25,111623,48,0.2,15,15.67
39,27155,4,4.8,15,99.09
25,37392,37,0.1,7,24.52
66,72598,8,3.6,19,50.41
32,51838,1,0.1,13,11.91
34,54453,92,5.9,7,15.74
40,27469,70,0.5,8,132.32
41,46959,47,2.2,6,62.74
62,96659,100,2.7,11,21.51
36,18662,75,1.8,9,63.02
22,32261,5,1.3,10,26.35
49,16492,50,1.9,12,21.32
61,67655,24,1.1,9,220.71
18,102260,47,1.7,14,139.69
40,43912,18,1.3,13,53.22
54,26814,84,2.5,8,64.92
25,27289,28,0.8,10,54.05
30,41017,77,13.4,10,97.95
25,40924,5,2.1,10,20.92
40,84719,30,0.6,9,153.7
60,32816,1,1.9,12,83.45
18,63643,86,6.0,12,39.82
62,40811,82,0.1,14,30.41
68,31355,46,3.4,10,149.81
41,40206,69,2.4,15,45.58
52,59989,31,0.6,9,23.6
41,84877,70,5.1,16,34.42
34,42142,91,1.4,10,137.42
22,23804,56,1.0,13,10.0
37,89306,89,5.3,17,35.64
38,28598,93,3.1,15,197.29
57,57325,28,6.9,13,44.62
48,48295,16,3.0,11,75.75
63,44571,54,4.1,16,201.16
53,36600,53,5.4,13,159.3
28,71117,12,0.2,7,32.2
69,15000,20,4.5,7,46.69
32,96943,82,2.9,6,161.7
36,28353,34,0.2,11,168.57
24,62615,53,2.1,13,49.12
68,60658,64,0.3,4,51.2
45,105343,23,4.0,5,75.28
68,55196,27,2.4,12,281.54
60,29808,17,9.2,15,196.58
22,18716,48,0.6,11,125.47
22,39764,21,2.8,11,14.96
47,15139,50,0.7,9,39.26
49,33621,40,2.9,14,41.82
25,41127,95,3.8,9,299.52
27,32404,3,3.8,12,40.99
55,50264,17,5.1,7,245.7
64,42545,61,5.8,10,27.53
49,40271,50,0.2,12,30.29
65,15000,90,1.3,11,97.29
45,22542,87,3.5,13,358.45
34,72084,6,2.1,13,42.35
48,79423,28,0.6,11,10.0
25,16264,72,2.4,14,10.0
57,30066,55,1.6,11,78.07
42,93263,58,1.5,13,10.0
26,31862,45,5.0,14,19.32
19,45848,72,1.6,8,55.41
32,116434,19,0.1,10,10.0
67,39460,29,0.2,14,34.62
20,36212,23,5.8,12,13.49
66,44612,32,9.7,14,10.0
53,149051,10,3.5,11,20.85
21,64069,91,1.4,16,15.13
31,49585,49,8.4,13,95.91
58,35788,65,3.3,11,229.48
58,67730,29,5.6,17,35.26
42,72825,59,4.4,19,26.7
67,25747,45,1.4,3,33.21
27,74011,67,2.0,10,14.44
38,44770,51,0.6,11,11.63
53,49755,95,1.0,12,10.0
29,28837,11,4.5,15,11.07
44,38561,86,6.7,9,386.99
57,26421,82,3.9,10,23.84
19,25669,99,1.9,12,10.0
30,61466,6,0.3,11,26.99
70,39613,67,0.2,23,10.0
49,22476,62,1.4,15,58.64
48,180996,5,1.9,11,51.52
33,24964,9,2.8,9,58.39
49,94396,28,0.0,8,51.99
49,20213,83,13.7,15,34.91
51,64466,92,1.4,11,10.0
28,42178,91,5.7,6,49.92
27,33609,77,2.3,8,185.44
32,55162,38,0.4,16,481.26
34,50886,43,4.8,11,41.03
57,30107,21,3.7,10,46.73
35,29300,91,2.2,9,99.54
26,19065,62,2.2,12,327.63
42,58884,46,0.3,11,30.46
57,23102,70,3.2,11,125.36
31,49137,38,7.3,17,20.34
42,69946,49,0.3,6,81.11
67,55538,75,0.9,14,174.99
39,31765,81,7.0,15,11.6
69,84565,39,1.0,14,29.07
47,38377,71,3.2,21,171.7
37,22015,30,2.3,13,114.36
38,41347,21,2.7,15,189.26
61,69708,1,1.6,11,151.13
49,32707,89,1.1,13,36.26
68,83026,32,0.1,8,764.35
63,30878,8,4.1,20,64.35
66,33505,69,4.1,11,10.0
38,26169,30,3.3,12,38.91
52,73882,8,3.1,9,31.09
49,47479,19,0.8,16,141.78
47,27231,59,0.1,9,31.77
56,38648,55,5.0,7,204.13
66,15000,30,2.0,9,106.67
29,78181,79,1.1,11,16.44
58,44247,36,0.3,13,46.13
64,15000,55,0.2,14,21.53
35,20455,44,1.3,12,68.15
38,38064,27,4.9,13,21.37
30,22281,77,7.5,14,59.7
38,78905,78,6.8,8,39.38
25,63015,54,7.6,15,45.48
63,60822,48,7.1,9,639.78
57,15000,30,2.2,7,35.42
63,35764,39,0.7,11,10.0
24,32255,13,4.8,15,184.75
40,27655,16,0.7,15,183.01
61,38211,44,0.9,10,10.0
49,24940,71,0.8,10,23.55
28,55777,27,2.2,10,92.11
39,77647,45,1.2,11,102.42
39,73734,35,0.5,13,54.29
60,45127,79,1.8,9,55.78
42,162680,28,6.2,9,17.7
39,97147,99,2.5,7,10.0
45,46122,7,6.3,7,638.68
46,36703,62,0.7,7,17.07
30,109405,51,0.5,6,67.48
35,89728,46,2.6,14,45.12
19,21030,20,1.9,17,160.23
46,94041,96,3.2,8,62.67
38,44684,38,4.7,10,65.64
32,29244,61,4.2,7,10.0
69,15000,32,8.6,13,20.09
44,41716,26,1.5,14,133.43
67,48662,58,0.7,18,119.77
48,127057,39,2.4,9,17.43
32,87058,20,0.4,12,10.0
68,34553,82,1.0,10,63.55
40,61920,50,0.7,7,10.0
41,80478,79,1.5,12,13.76
61,51615,52,0.4,16,451.33
30,34465,86,0.1,12,309.23
39,35621,22,3.2,8,97.97
60,61776,53,2.8,15,78.95
54,62804,85,3.7,15,10.0
50,41119,66,3.2,8,22.45
20,15000,43,0.4,11,38.31
36,22599,82,1.0,6,23.03
40,71097,23,0.4,11,35.86
46,15000,77,5.6,12,259.58
47,99758,64,4.1,19,28.5
56,91280,9,0.7,16,36.27
61,50244,7,1.3,11,132.61
64,70175,41,10.2,6,10.0
42,67323,54,2.7,10,19.92
54,45701,65,4.8,16,22.53
64,21496,2,0.9,8,58.36
25,87584,4,0.7,12,36.09
59,114043,78,4.6,12,37.49
33,23738,32,3.5,14,24.59
25,21020,100,3.4,9,15.1
18,45157,2,2.4,11,113.41
61,33666,64,2.5,8,36.4
22,53475,14,4.0,10,114.76
20,101194,20,0.9,14,14.38
18,15000,89,1.3,16,24.57
21,126596,49,6.2,21,41.87
57,38407,8,1.1,9,46.83
52,66640,92,2.4,14,135.0
49,71056,63,3.6,13,32.57
59,76206,46,15.0,14,133.77
51,50875,21,1.7,15,85.62
60,58532,87,1.7,11,48.03
42,58303,32,5.5,13,17.43
27,33584,8,4.9,11,135.4
38,17071,95,3.9,10,17.96
63,23587,16,1.9,8,53.22
56,46048,40,1.2,11,51.18
44,30574,27,2.8,9,42.58
44,30616,18,6.3,10,34.22
19,144285,35,6.5,4,20.36
58,82070,52,0.3,13,10.0
65,42140,15,1.7,9,294.29
30,73366,63,1.9,12,30.26
26,38095,53,11.4,10,46.82
69,52388,91,3.4,9,46.48
53,63893,81,1.6,14,203.31
39,38155,66,0.1,13,555.48
59,32495,31,2.5,6,66.14
43,102166,61,0.3,13,45.22
29,70860,64,5.4,23,14.18
34,15000,98,4.2,17,10.0
31,32830,34,1.9,19,10.0
31,30676,55,1.7,15,21.01
51,33769,59,6.8,17,10.0
70,82243,3,1.0,11,199.26
37,49588,17,0.9,16,90.71
28,21294,78,8.4,10,40.37
33,38951,78,5.0,16,206.7
68,67849,46,5.2,11,15.1
48,42968,38,0.7,9,20.41
23,33296,35,0.5,9,10.0
36,59798,1,0.1,17,138.27
54,129432,29,0.8,16,20.65
21,64657,4,4.5,14,55.64
64,106997,61,0.8,14,181.83
21,34663,97,3.9,8,282.88
37,48775,17,0.9,16,52.72
27,48188,28,1.5,16,86.58
41,52638,50,12.3,10,18.46
52,63851,90,0.8,10,411.6
43,28243,8,1.4,15,44.73
54,72287,34,1.1,15,60.12
55,18458,59,0.3,12,33.51
38,21994,18,2.0,12,230.23
57,176552,95,1.4,10,69.37
56,36095,59,3.6,16,136.06
38,75940,27,5.1,14,83.49
27,135804,16,2.4,15,41.91
55,15000,10,0.1,9,166.56
63,96350,76,2.9,14,82.63
21,72356,22,0.2,13,17.23
62,131168,16,2.9,9,16.66
37,24126,12,3.5,10,65.27
34,117096,75,0.7,12,162.22
24,31456,84,5.1,18,390.45
21,92306,51,7.3,11,10.0
46,47972,1,5.0,15,56.31
31,77843,27,1.1,14,98.26
20,50479,67,2.7,16,77.85
41,16258,12,7.4,19,183.31
54,15000,30,1.2,12,119.9
33,55600,9,5.1,13,16.73
69,41846,53,0.0,23,16.16
21,62251,61,0.0,9,79.44
41,42138,54,4.3,12,179.22
51,164529,37,4.3,11,64.85
47,56292,65,4.7,12,10.0
35,37490,42,8.0,11,15.54
36,60019,49,0.4,17,125.19
48,37903,4,0.8,9,35.93
36,51831,64,7.0,9,62.9
66,23612,79,0.6,14,196.08
63,48768,51,3.4,15,12.9
36,36801,91,2.3,12,33.21
39,24993,72,0.3,13,29.15
41,160402,60,1.0,14,83.64
62,25584,87,2.2,11,138.03
29,49226,79,5.7,10,10.0
47,30282,91,3.7,7,54.24
55,58584,31,2.9,12,154.96
70,22819,72,2.1,11,10.0
48,81162,94,1.1,3,50.54
53,166324,58,0.4,10,12.69
36,29622,82,1.6,16,25.28
65,101740,4,0.1,13,10.0
62,38982,22,0.7,12,290.41
53,120991,3,1.7,13,35.62
47,182243,79,1.6,8,20.73
66,42607,99,0.1,13,80.96
50,19689,47,2.7,11,15.63
35,86582,38,2.4,9,13.95
69,56086,33,0.2,13,334.42
66,66242,78,8.6,11,478.38
45,39978,48,0.3,9,26.83
64,28833,65,5.8,7,196.53
28,98342,26,0.0,14,83.7
62,59389,8,6.4,9,10.01
50,20616,50,0.1,12,17.93
34,74022,80,4.3,11,351.19
23,65624,38,1.3,5,10.0
21,40328,10,4.0,15,843.2
37,129558,42,1.5,8,27.5
65,33829,37,0.2,10,363.94
64,44294,26,4.4,10,37.84
44,77744,92,0.2,16,142.58
32,51331,12,7.7,11,291.21
23,21361,84,0.2,11,289.44
64,54736,49,2.0,11,27.08
31,38229,14,3.9,10,19.51
28,81977,46,1.5,11,49.53
56,53676,35,0.7,20,11.47
26,51880,29,4.3,10,72.76
43,26135,12,4.6,16,20.39
33,42701,82,7.7,11,200.19
22,87733,44,1.4,6,27.55
69,30763,66,2.1,5,10.0
27,48072,2,1.4,12,293.27
67,27948,59,0.9,11,68.04
20,24093,17,4.2,11,56.54
30,46587,10,1.2,8,203.01
60,54408,18,1.7,14,155.38
66,162156,22,1.6,12,21.88
47,37299,83,3.7,12,31.83
62,47567,58,7.5,13,14.36
23,23154,53,3.3,8,10.0
34,70780,1,1.9,9,109.32
62,62246,88,4.5,11,87.41
68,119735,61,3.1,13,136.05
70,95508,100,0.2,12,254.15
36,60526,89,0.3,12,138.29
59,36973,100,0.1,8,153.88
52,55425,31,1.8,10,10.0
63,45861,31,5.2,10,37.77
43,86858,66,1.1,9,173.73
68,80477,19,1.5,11,13.44
22,41033,53,7.2,12,60.95
46,20390,76,5.4,9,101.84
54,109101,74,3.3,13,92.89
37,69502,95,0.9,9,84.99
66,40469,22,0.4,6,112.02
38,67895,23,0.0,12,67.82
27,51272,87,0.3,20,10.0
22,108138,15,1.0,7,100.32
53,15400,26,2.4,15,76.84
23,38626,3,0.2,11,10.0
43,127954,87,0.4,14,285.91
21,68728,20,0.6,16,103.61
56,141997,40,3.0,10,10.42
56,23550,39,2.9,12,20.48
67,93275,72,2.4,11,27.75
52,89979,18,0.9,10,27.72
18,17871,41,1.4,12,77.61
41,41056,70,0.3,12,16.92
53,45985,27,0.8,13,211.4
23,18550,100,6.8,11,191.51
